Ind,Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,A_minus_xAG,KP,Final_Third,PPA,CrsPA,Prog,Url
1734,2023,Real Madrid,La Liga,Ferland Mendy,FRA,DF,27-159,1995,9.8,528,575,91.8,7334,1854,338,356,94.9,145,164,88.4,26,29,89.7,1,0.5,0.5,0.5,11,36,7,0,25,https://fbref.com/en/players/3cefcaef/Ferland-Mendy
1735,2023,Real Madrid,La Liga,Éder Militão,BRA,DF,24-300,1998,10.1,500,567,88.2,9369,3175,197,204,96.6,236,255,92.5,51,85,60,0,0.3,0.2,-0.3,3,29,1,0,17,https://fbref.com/en/players/2784f898/Eder-Militao
1736,2023,Real Madrid,La Liga,Luka Modrić,CRO,MF,37-066,1985,10.3,693,787,88.1,10592,3374,390,419,93.1,212,233,91,61,87,70.1,2,2.5,1.9,-0.5,21,82,11,1,60,https://fbref.com/en/players/6025fab1/Luka-Modric
1737,2023,Real Madrid,La Liga,Nacho,ESP,DF,32-300,1990,1.6,106,109,97.2,1814,701,44,46,95.7,51,52,98.1,7,7,100,0,0,0,0,1,6,0,0,4,https://fbref.com/en/players/2946f9a1/Nacho
1738,2023,Real Madrid,La Liga,Rodrygo,BRA,FW,21-309,2001,10.1,295,345,85.5,3454,751,210,232,90.5,57,66,86.4,8,10,80,4,3.8,2.3,0.2,17,21,8,2,15,https://fbref.com/en/players/8f5e92a6/Rodrygo
1739,2023,Real Madrid,La Liga,Antonio Rüdiger,GER,DF,29-256,1993,7.6,454,491,92.5,8312,2880,169,175,96.6,245,255,96.1,36,52,69.2,0,0.1,0.3,-0.1,2,27,3,0,17,https://fbref.com/en/players/18b896d6/Antonio-Rudiger
1740,2023,Real Madrid,La Liga,Aurélien Tchouaméni,FRA,MF,22-291,2000,10,627,679,92.3,9965,3081,319,333,95.8,262,286,91.6,29,37,78.4,2,1.1,0.9,0.9,9,51,6,0,44,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni
1741,2023,Real Madrid,La Liga,Federico Valverde,URU,"FW,MF",24-115,1998,12.3,606,689,88,9263,1685,346,365,94.8,194,224,86.6,46,59,78,2,3.2,2.2,-1.2,24,54,21,2,42,https://fbref.com/en/players/0959c2a2/Federico-Valverde
1742,2023,Real Madrid,La Liga,Lucas Vázquez,ESP,DF,31-136,1991,4.1,265,303,87.5,3939,875,153,165,92.7,88,103,85.4,16,22,72.7,0,0.6,0.6,-0.6,7,12,11,2,11,https://fbref.com/en/players/fd51b456/Lucas-Vazquez
1743,2023,Real Sociedad,La Liga,Mohamed Ali Cho,FRA,FW,18-299,2004,2.7,32,49,65.3,422,122,23,26,88.5,6,12,50,1,5,20,2,1.5,1,0.5,5,1,5,3,3,https://fbref.com/en/players/f8405304/Mohamed-Ali-Cho
1744,2023,Real Sociedad,La Liga,Ander Barrenetxea,ESP,FW,20-322,2001,0.7,14,20,70,155,22,11,12,91.7,1,1,100,1,2,50,0,0,0,0,0,0,0,0,1,https://fbref.com/en/players/200e89e1/Ander-Barrenetxea
1745,2023,Real Sociedad,La Liga,Aritz Elustondo,ESP,DF,28-231,1994,6.9,319,382,83.5,5753,1826,136,153,88.9,153,178,86,24,41,58.5,0,0.3,0.3,-0.3,3,21,2,2,14,https://fbref.com/en/players/f7dc2ae5/Aritz-Elustondo
1746,2023,Real Sociedad,La Liga,Carlos Fernández,ESP,FW,26-176,1996,2.6,40,59,67.8,600,142,20,26,76.9,18,24,75,0,3,0,0,0.4,0.1,-0.4,5,2,2,0,5,https://fbref.com/en/players/e08647d6/Carlos-Fernandez
1747,2023,Real Sociedad,La Liga,Andoni Gorosabel,ESP,DF,26-102,1996,7.9,385,450,85.6,6081,2139,204,221,92.3,143,164,87.2,26,38,68.4,0,0.4,0.5,-0.4,5,14,10,3,22,https://fbref.com/en/players/6f5f82c0/Andoni-Gorosabel
1748,2023,Real Sociedad,La Liga,Ander Guevara,ESP,"MF,DF",25-130,1997,1.4,106,116,91.4,1645,369,56,57,98.2,43,46,93.5,4,7,57.1,0,0.2,0.1,-0.2,3,19,1,0,8,https://fbref.com/en/players/8e48dc61/Ander-Guevara
1749,2023,Real Sociedad,La Liga,Asier Illarramendi,ESP,MF,32-251,1990,1.7,70,85,82.4,1098,260,34,39,87.2,28,31,90.3,5,9,55.6,0,0.1,0.1,-0.1,2,7,1,0,5,https://fbref.com/en/players/5ce0b5ba/Asier-Illarramendi
1750,2023,Real Sociedad,La Liga,Alexander Isak,SWE,FW,23-054,1999,1.7,17,30,56.7,236,60,11,14,78.6,6,9,66.7,0,2,0,0,0.1,0,-0.1,2,0,1,0,1,https://fbref.com/en/players/8e92be30/Alexander-Isak
1751,2023,Real Sociedad,La Liga,Jon Karrikaburu,ESP,FW,20-056,2002,1,11,18,61.1,164,66,5,7,71.4,2,4,50,2,3,66.7,0,0.3,0.1,-0.3,1,2,1,0,4,https://fbref.com/en/players/211589b8/Jon-Karrikaburu
1752,2023,Real Sociedad,La Liga,Takefusa Kubo,JPN,"FW,MF",21-163,2001,9.4,215,296,72.6,2959,702,123,144,85.4,68,90,75.6,10,22,45.5,2,2.5,1.8,-0.5,12,8,9,2,16,https://fbref.com/en/players/16aa3654/Takefusa-Kubo
1753,2023,Real Sociedad,La Liga,Robin Le Normand,FRA,DF,26-003,1996,9.1,451,486,92.8,9041,2887,132,143,92.3,257,267,96.3,53,65,81.5,0,0,0.1,0,2,30,1,0,22,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand
1754,2023,Real Sociedad,La Liga,Jon Magunacelaya,ESP,"MF,FW",22-124,2000,0.7,8,16,50,150,56,4,10,40,3,4,75,1,1,100,0,0.4,0.5,-0.4,2,0,0,0,0,https://fbref.com/en/players/d4808594/Jon-Magunacelaya
1755,2023,Real Sociedad,La Liga,Pablo Marín,ESP,"MF,FW",19-134,2003,1.2,52,64,81.3,751,96,31,34,91.2,13,17,76.5,5,7,71.4,0,0.2,0.1,-0.2,4,6,0,0,1,https://fbref.com/en/players/a83c19cf/Pablo-Marin
1756,2023,Real Sociedad,La Liga,Brais Méndez,ESP,MF,25-311,1997,12.5,525,660,79.5,8716,2105,278,310,89.7,155,194,79.9,67,105,63.8,2,1.4,2.2,0.6,18,53,17,3,39,https://fbref.com/en/players/c9e39d91/Brais-Mendez
1757,2023,Real Sociedad,La Liga,Mikel Merino,ESP,MF,26-145,1996,12.5,506,669,75.6,8314,2868,243,292,83.2,208,256,81.3,37,76,48.7,6,2.3,1.7,3.7,19,81,17,2,57,https://fbref.com/en/players/d080ed5e/Mikel-Merino
1758,2023,Real Sociedad,La Liga,Aihen Muñoz,ESP,DF,25-090,1997,7.4,302,368,82.1,5068,1723,145,160,90.6,136,159,85.5,20,38,52.6,0,0.2,0.4,-0.2,4,9,8,5,11,https://fbref.com/en/players/228b0d9d/Aihen-Munoz
1759,2023,Real Sociedad,La Liga,Roberto Navarro,ESP,"MF,DF",20-216,2002,1.7,52,67,77.6,657,119,37,45,82.2,9,12,75,3,4,75,0,0.1,0.1,-0.1,4,7,1,0,3,https://fbref.com/en/players/c997b942/Roberto-Navarro
1760,2023,Real Sociedad,La Liga,Jon Pacheco,ESP,DF,21-310,2001,7.5,454,500,90.8,8831,2590,140,147,95.2,259,270,95.9,50,70,71.4,0,0,0.1,0,0,29,0,0,15,https://fbref.com/en/players/44150beb/Jon-Pacheco
1761,2023,Real Sociedad,La Liga,Álex Remiro,ESP,GK,27-235,1995,14,358,483,74.1,10970,8403,58,59,98.3,168,171,98.2,132,247,53.4,0,0,0,0,0,10,0,0,1,https://fbref.com/en/players/374ee424/Alex-Remiro
1762,2023,Real Sociedad,La Liga,Diego Rico,ESP,DF,29-264,1993,6.6,266,358,74.3,4272,1753,140,159,88.1,100,138,72.5,18,42,42.9,0,0.6,0.8,-0.6,5,18,9,4,13,https://fbref.com/en/players/d9ba39fc/Diego-Rico
1763,2023,Real Sociedad,La Liga,Umar Sadiq,NGA,FW,25-285,1997,0.9,13,13,100,162,35,9,9,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,1,https://fbref.com/en/players/686cbe7d/Umar-Sadiq
1764,2023,Real Sociedad,La Liga,David Silva,ESP,MF,36-310,1986,9.1,400,473,84.6,6300,1346,199,225,88.4,142,166,85.5,37,50,74,0,1.3,1.2,-1.3,11,45,19,2,43,https://fbref.com/en/players/e2716bd0/David-Silva
1765,2023,Real Sociedad,La Liga,Alex Sola,ESP,DF,23-158,1999,3.1,120,151,79.5,2134,461,45,52,86.5,60,69,87,10,22,45.5,0,0,0.1,0,1,4,0,0,1,https://fbref.com/en/players/5fa714d5/Alex-Sola
1766,2023,Real Sociedad,La Liga,Alexander Sørloth,NOR,FW,26-344,1995,9.1,112,162,69.1,1407,172,66,85,77.6,34,50,68,2,5,40,1,0.9,0.5,0.1,12,3,3,0,6,https://fbref.com/en/players/e92cd3f7/Alexander-Sorloth
1767,2023,Real Sociedad,La Liga,Beñat Turrientes,ESP,"MF,FW",20-287,2002,1.2,40,47,85.1,707,113,20,23,87,14,14,100,5,9,55.6,0,0.2,0,-0.2,2,3,0,0,1,https://fbref.com/en/players/068f4dec/Benat-Turrientes
1768,2023,Real Sociedad,La Liga,Igor Zubeldia,ESP,DF,25-229,1997,8,369,424,87,7132,2392,116,126,92.1,216,234,92.3,34,55,61.8,0,0.1,0.2,-0.1,1,20,2,1,14,https://fbref.com/en/players/5c7845f6/Igor-Zubeldia
1769,2023,Real Sociedad,La Liga,Martín Zubimendi,ESP,MF,23-285,1999,12.8,562,669,84,9845,3151,243,276,88,268,297,90.2,42,68,61.8,2,0.2,0.6,1.8,6,70,8,0,56,https://fbref.com/en/players/3ee0dd59/Martin-Zubimendi
1770,2023,Reims,Ligue 1,Yunis Abdelhamid,MAR,DF,35-047,1987,15,516,641,80.5,10079,4473,158,187,84.5,284,318,89.3,62,112,55.4,0,0.2,0.3,-0.2,4,41,2,0,45,https://fbref.com/en/players/32c2d95f/Yunis-Abdelhamid
1771,2023,Reims,Ligue 1,Martin Adeline,FRA,"MF,FW",18-347,2003,1,23,34,67.6,308,71,9,15,60,8,10,80,1,3,33.3,0,0,0,0,0,1,0,0,0,https://fbref.com/en/players/7587446d/Martin-Adeline
1772,2023,Reims,Ligue 1,Emmanuel Agbadou,CIV,DF,25-150,1997,10.8,406,482,84.2,8318,3224,139,155,89.7,203,227,89.4,61,92,66.3,0,0.4,0.7,-0.4,2,26,5,0,22,https://fbref.com/en/players/75f1ed80/Emmanuel-Agbadou
1773,2023,Reims,Ligue 1,Folarin Balogun,ENG,FW,21-134,2001,12,125,198,63.1,1775,471,69,92,75,44,69,63.8,4,11,36.4,1,1.2,0.8,-0.2,11,11,8,0,21,https://fbref.com/en/players/31822f8c/Folarin-Balogun
1774,2023,Reims,Ligue 1,Mitchell van Bergen,NED,"FW,DF",23-079,1999,4.7,73,119,61.3,1049,363,46,57,80.7,14,27,51.9,8,23,34.8,1,1.3,1.3,-0.3,9,3,6,2,8,https://fbref.com/en/players/0b2c9aec/Mitchell-van-Bergen
1775,2023,Reims,Ligue 1,El Bilal Touré,MLI,FW,21-042,2001,1,16,20,80,234,46,9,11,81.8,6,7,85.7,0,1,0,0,0.1,0,-0.1,2,1,1,0,2,https://fbref.com/en/players/47c609d5/El-Bilal-Toure
1776,2023,Reims,Ligue 1,Maxime Busi,BEL,DF,23-031,1999,5.6,162,238,68.1,2778,1163,88,112,78.6,51,70,72.9,20,41,48.8,1,0.1,0.3,0.9,2,13,6,2,13,https://fbref.com/en/players/7b082ec2/Maxime-Busi
1777,2023,Reims,Ligue 1,Jens Cajuste,SWE,MF,23-096,1999,5.8,170,212,80.2,2839,1015,86,103,83.5,69,83,83.1,11,17,64.7,1,0.6,0.3,0.4,6,21,3,0,20,https://fbref.com/en/players/928a4a61/Jens-Cajuste
1778,2023,Reims,Ligue 1,Thibault De Smet,BEL,DF,24-162,1998,1.9,102,129,79.1,1551,709,55,59,93.2,38,48,79.2,5,14,35.7,0,0,0,0,0,12,0,0,5,https://fbref.com/en/players/5fdcb075/Thibault-De-Smet
1779,2023,Reims,Ligue 1,Ibrahim Diakité,GUI,DF,19-014,2003,1.5,48,68,70.6,608,381,34,38,89.5,13,19,68.4,0,5,0,0,0,0,0,0,1,0,0,2,https://fbref.com/en/players/d8c19a60/Ibrahim-Diakite
1780,2023,Reims,Ligue 1,Yehvann Diouf,FRA,GK,22-363,1999,8,173,246,70.3,5126,3682,21,21,100,85,86,98.8,67,138,48.6,0,0,0,0,1,2,0,0,0,https://fbref.com/en/players/eedea60b/Yehvann-Diouf
1781,2023,Reims,Ligue 1,Kamory Doumbia,MLI,MF,19-269,2003,7.9,231,297,77.8,3674,1179,112,135,83,98,119,82.4,12,23,52.2,1,1.4,0.8,-0.4,10,38,7,0,34,https://fbref.com/en/players/9226aa22/Kamory-Doumbia
1782,2023,Reims,Ligue 1,Wout Faes,BEL,DF,24-225,1998,3,95,115,82.6,2016,841,22,28,78.6,54,58,93.1,16,23,69.6,0,0,0.2,0,1,8,2,0,7,https://fbref.com/en/players/9c221d14/Wout-Faes
1783,2023,Reims,Ligue 1,Alexis Flips,FRA,"DF,MF",22-300,2000,7.1,236,359,65.7,4362,2063,104,126,82.5,93,136,68.4,34,74,45.9,2,2.5,3.1,-0.5,16,21,13,7,30,https://fbref.com/en/players/caef7840/Alexis-Flips
1784,2023,Reims,Ligue 1,Thomas Foket,BEL,DF,28-050,1994,0.1,4,9,44.4,79,44,0,1,0,4,6,66.7,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/90eb507d/Thomas-Foket
1785,2023,Reims,Ligue 1,Andrew Gravillon,GLP,DF,24-279,1998,11.5,325,440,73.9,6228,2445,122,152,80.3,159,191,83.2,38,75,50.7,0,0.3,0.6,-0.3,2,30,4,2,33,https://fbref.com/en/players/49136c42/Andrew-Gravillon
1786,2023,Reims,Ligue 1,Noah Holm,NOR,"FW,MF",21-175,2001,1.1,22,30,73.3,311,49,12,16,75,8,9,88.9,1,2,50,0,0.1,0.1,-0.1,3,1,1,0,1,https://fbref.com/en/players/61b77d0a/Noah-Holm
1787,2023,Reims,Ligue 1,Junya Ito,JPN,FW,29-250,1993,10.1,182,302,60.3,2715,1127,97,129,75.2,61,108,56.5,12,32,37.5,1,3.2,3.8,-2.2,23,20,25,6,33,https://fbref.com/en/players/dbd3a428/Junya-Ito
1788,2023,Reims,Ligue 1,Check Keita,FRA,DF,19-226,2003,1.3,40,46,87,691,170,15,16,93.8,24,25,96,0,2,0,0,0,0,0,0,3,0,0,1,https://fbref.com/en/players/c9f2f83a/Check-Keita
1789,2023,Reims,Ligue 1,Banzouzi Locko,FRA,DF,20-192,2002,11.7,360,466,77.3,5485,2289,197,226,87.2,131,179,73.2,19,35,54.3,0,0.5,0.5,-0.5,8,43,7,3,38,https://fbref.com/en/players/40221fa7/Banzouzi-Locko
1790,2023,Reims,Ligue 1,Dion Lopy,SEN,MF,20-285,2002,6.7,223,269,82.9,4055,979,94,113,83.2,93,105,88.6,29,41,70.7,0,0.5,0.3,-0.5,6,27,1,0,27,https://fbref.com/en/players/64c14d49/Dion-Lopy
1791,2023,Reims,Ligue 1,Azor Matusiwa,NED,MF,24-200,1998,8.7,313,384,81.5,5975,1796,118,141,83.7,142,163,87.1,47,61,77,0,0.4,0.1,-0.4,5,28,1,0,39,https://fbref.com/en/players/a17a94d6/Azor-Matusiwa
1792,2023,Reims,Ligue 1,Nathanael Mbuku,FRA,"FW,MF",20-243,2002,0.7,22,27,81.5,319,86,12,14,85.7,9,10,90,0,1,0,0,0,0,0,0,2,0,0,1,https://fbref.com/en/players/46750e9c/Nathanael-Mbuku
1793,2023,Reims,Ligue 1,Marshall Munetsi,ZIM,MF,26-145,1996,10,214,300,71.3,3445,1282,111,136,81.6,75,98,76.5,20,47,42.6,0,0.9,0.6,-0.9,9,30,3,1,28,https://fbref.com/en/players/2acf0cd7/Marshall-Munetsi
1794,2023,Reims,Ligue 1,Patrick Pentz,AUT,GK,25-316,1997,7,141,211,66.8,3725,2480,34,36,94.4,61,61,100,44,112,39.3,0,0,0,0,0,3,0,0,0,https://fbref.com/en/players/0810b6df/Patrick-Pentz
1795,2023,Reims,Ligue 1,Arber Zeneli,KVX,"FW,MF",27-262,1995,7.4,201,288,69.8,2963,935,117,144,81.3,59,85,69.4,14,34,41.2,2,2.1,1.6,-0.1,17,13,10,0,23,https://fbref.com/en/players/095e4199/Arber-Zeneli
1796,2023,Rennes,Ligue 1,Matthis Abline,FRA,"FW,MF",19-231,2003,1.2,6,14,42.9,110,27,3,6,50,2,3,66.7,1,1,100,0,0.3,0.2,-0.3,2,0,1,0,1,https://fbref.com/en/players/0e46fa2f/Matthis-Abline
1797,2023,Rennes,Ligue 1,Doğan Alemdar,TUR,GK,20-016,2002,2.5,49,72,68.1,1486,1243,10,10,100,23,23,100,16,38,42.1,0,0,0,0,0,2,0,0,0,https://fbref.com/en/players/9e17ccff/Dogan-Alemdar
1798,2023,Rennes,Ligue 1,Lorenz Assignon,TOG,"DF,MF",22-145,2000,2,88,106,83,1437,389,41,49,83.7,44,50,88,3,6,50,1,0.3,0.3,0.7,1,5,0,0,2,https://fbref.com/en/players/b026bbf6/Lorenz-Assignon
1799,2023,Rennes,Ligue 1,Loïc Bade,FRA,DF,22-217,2000,1,52,59,88.1,1163,396,8,10,80,35,36,97.2,9,13,69.2,1,0.1,0,0.9,1,2,0,0,3,https://fbref.com/en/players/114bbdee/Loic-Bade
1800,2023,Rennes,Ligue 1,Benjamin Bourigeaud,FRA,"MF,FW",28-304,1994,13.1,540,739,73.1,9539,3446,229,273,83.9,234,308,76,60,121,49.6,4,5.3,4.1,-1.3,42,59,43,7,86,https://fbref.com/en/players/20e73fac/Benjamin-Bourigeaud
1801,2023,Rennes,Ligue 1,Jeremy Doku,BEL,"FW,MF",20-171,2002,1.9,51,66,77.3,749,182,27,34,79.4,21,27,77.8,3,3,100,0,0.4,0.3,-0.4,6,1,4,0,7,https://fbref.com/en/players/fffea3e5/Jeremy-Doku
1802,2023,Rennes,Ligue 1,Désiré Doué,FRA,"MF,FW",17-164,2005,4.5,127,160,79.4,2020,434,71,86,82.6,43,50,86,8,14,57.1,0,0.3,0.4,-0.3,4,9,3,0,8,https://fbref.com/en/players/9e7483ff/Desire-Doue
1803,2023,Rennes,Ligue 1,Amine Gouiri,FRA,"FW,MF",22-271,2000,8.8,174,216,80.6,2508,382,105,128,82,43,54,79.6,13,13,100,1,1.9,1.7,-0.9,15,8,10,3,13,https://fbref.com/en/players/aad56ca3/Amine-Gouiri
1804,2023,Rennes,Ligue 1,Sehrou Guirassy,GUI,MF,26-247,1996,0.3,8,8,100,67,7,6,6,100,0,0,NA,0,0,NA,0,0.1,0,-0.1,2,1,0,0,0,https://fbref.com/en/players/923f4dda/Sehrou-Guirassy
1805,2023,Rennes,Ligue 1,Arnaud Kalimuendo,FRA,FW,20-298,2002,6.7,111,139,79.9,1478,287,65,77,84.4,38,41,92.7,3,5,60,1,1.2,1.1,-0.2,3,3,4,0,10,https://fbref.com/en/players/bf4c41f9/Arnaud-Kalimuendo
1806,2023,Rennes,Ligue 1,Gaëtan Laborde,FRA,FW,28-195,1994,2.8,41,61,67.2,623,128,25,35,71.4,12,17,70.6,2,5,40,0,0.2,0.2,-0.2,3,3,2,1,4,https://fbref.com/en/players/7cdda3bf/Gaetan-Laborde
1807,2023,Rennes,Ligue 1,Lovro Majer,CRO,"MF,FW",24-301,1998,6.3,270,339,79.6,4634,1269,121,145,83.4,107,123,87,30,45,66.7,2,1.9,2,0.1,14,28,16,2,32,https://fbref.com/en/players/fc46aab1/Lovro-Majer
1808,2023,Rennes,Ligue 1,Steve Mandanda,FRA,GK,37-231,1985,12.5,280,388,72.2,8655,6546,43,44,97.7,116,119,97.5,120,223,53.8,1,0.1,0,0.9,1,6,0,0,0,https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda
1809,2023,Rennes,Ligue 1,Birger Meling,NOR,"DF,FW",27-332,1994,3.1,170,201,84.6,2951,916,75,88,85.2,80,92,87,11,14,78.6,0,0,0.2,0,0,13,5,1,17,https://fbref.com/en/players/70c52749/Birger-Meling
1810,2023,Rennes,Ligue 1,Joe Rodon,WAL,DF,25-023,1997,9,538,604,89.1,11244,3129,100,123,81.3,380,403,94.3,51,65,78.5,0,0,0.1,0,0,18,0,0,21,https://fbref.com/en/players/8d62d31a/Joe-Rodon
1811,2023,Rennes,Ligue 1,Baptiste Santamaria,FRA,MF,27-250,1995,6.1,410,465,88.2,8090,2227,139,159,87.4,193,212,91,62,72,86.1,0,0.3,0.5,-0.3,6,62,3,0,48,https://fbref.com/en/players/5e22e2a4/Baptiste-Santamaria
1812,2023,Rennes,Ligue 1,Kamaldeen Sulemana,GHA,"FW,MF",20-272,2002,2.9,98,118,83.1,1738,353,50,58,86.2,32,35,91.4,13,17,76.5,0,0.4,0.8,-0.4,5,5,5,2,11,https://fbref.com/en/players/a62f8bf1/Kamaldeen-Sulemana
1813,2023,Rennes,Ligue 1,Flavien Tait,FRA,MF,29-285,1993,11.6,542,639,84.8,9641,2813,239,274,87.2,214,238,89.9,69,90,76.7,0,1.1,1.5,-1.1,12,69,17,1,69,https://fbref.com/en/players/a0f9b535/Flavien-Tait
1814,2023,Rennes,Ligue 1,Martin Terrier,FRA,"MF,FW",25-255,1997,13.3,400,532,75.2,5994,1393,208,266,78.2,125,160,78.1,34,47,72.3,3,2.4,1.6,0.6,24,35,13,3,38,https://fbref.com/en/players/5148dcc5/Martin-Terrier
1815,2023,Rennes,Ligue 1,Arthur Theate,BEL,DF,22-173,2000,15,942,1058,89,19059,6707,257,276,93.1,562,607,92.6,109,143,76.2,0,0.3,0.4,-0.3,4,99,0,0,75,https://fbref.com/en/players/df8d6029/Arthur-Theate
1816,2023,Rennes,Ligue 1,Hamari Traoré,MLI,DF,30-291,1992,13.1,789,918,85.9,13791,4545,322,349,92.3,398,450,88.4,56,89,62.9,1,0.7,1.3,0.3,8,73,18,8,61,https://fbref.com/en/players/a4b1028a/Hamari-Traore
1817,2023,Rennes,Ligue 1,Adrien Truffert,FRA,DF,20-359,2001,12.4,602,759,79.3,9457,2939,296,338,87.6,268,345,77.7,24,45,53.3,4,0.5,0.6,3.5,8,46,11,5,47,https://fbref.com/en/players/5d0e0a1f/Adrien-Truffert
1818,2023,Rennes,Ligue 1,Chimuanya Ugochukwu,FRA,MF,18-233,2004,5.2,190,225,84.4,3550,749,75,89,84.3,89,97,91.8,23,29,79.3,0,0,0.1,0,0,10,0,0,8,https://fbref.com/en/players/1df4a109/Chimuanya-Ugochukwu
1819,2023,Rennes,Ligue 1,Christopher Wooh,CMR,DF,21-057,2001,5,236,262,90.1,5205,1328,49,58,84.5,152,161,94.4,34,42,81,0,0.2,0,-0.2,1,6,0,0,10,https://fbref.com/en/players/b003239d/Christopher-Wooh
1820,2023,Rennes,Ligue 1,Xeka,POR,MF,28-004,1994,4.8,203,231,87.9,3911,1120,80,87,92,86,97,88.7,29,32,90.6,0,0,0.1,0,0,24,1,0,17,https://fbref.com/en/players/f3600c02/Xeka
1821,2023,Roma,Serie A,Tammy Abraham,ENG,FW,25-043,1997,11.6,166,228,72.8,2423,586,98,116,84.5,46,70,65.7,13,17,76.5,1,1.7,1,-0.7,17,7,7,1,19,https://fbref.com/en/players/f586779e/Tammy-Abraham
1822,2023,Roma,Serie A,Andrea Belotti,ITA,FW,28-329,1993,4.1,57,86,66.3,750,157,30,39,76.9,16,24,66.7,3,4,75,0,0.6,0.2,-0.6,6,3,1,0,5,https://fbref.com/en/players/d705ba44/Andrea-Belotti
1823,2023,Roma,Serie A,Edoardo Bove,ITA,"MF,FW",20-182,2002,0.5,16,20,80,235,56,13,16,81.3,1,1,100,2,3,66.7,0,0,0,0,0,0,1,0,2,https://fbref.com/en/players/ae94a6c5/Edoardo-Bove
1824,2023,Roma,Serie A,Mohamed Camara,GUI,MF,25-259,1997,4.2,145,184,78.8,2404,466,70,79,88.6,63,74,85.1,10,18,55.6,0,0.3,0.2,-0.3,2,16,2,1,9,https://fbref.com/en/players/13ea2544/Mohamed-Camara
1825,2023,Roma,Serie A,Zeki Çelik,TUR,DF,25-270,1997,7.1,309,412,75,5190,2356,149,170,87.6,119,150,79.3,32,62,51.6,0,1.3,0.8,-1.3,12,26,11,3,22,https://fbref.com/en/players/31a62dc7/Zeki-Celik
1826,2023,Roma,Serie A,Bryan Cristante,ITA,MF,27-256,1995,13.8,606,744,81.5,11483,3532,251,282,89,255,294,86.7,85,137,62,0,0.7,0.9,-0.7,8,85,9,3,52,https://fbref.com/en/players/16657b95/Bryan-Cristante
1827,2023,Roma,Serie A,Paulo Dybala,ARG,MF,28-364,1993,6.6,229,285,80.4,4091,1065,116,133,87.2,73,89,82,33,46,71.7,2,2.5,1.8,-0.5,20,15,10,0,25,https://fbref.com/en/players/e0921a4f/Paulo-Dybala
1828,2023,Roma,Serie A,Roger Ibanez,BRA,DF,23-356,1998,15,763,856,89.1,14346,4987,283,311,91,384,408,94.1,85,114,74.6,0,0.1,0.3,-0.1,1,39,3,0,35,https://fbref.com/en/players/82efe6fa/Roger-Ibanez
1829,2023,Roma,Serie A,Rick Karsdorp,NED,DF,27-276,1995,6.1,219,281,77.9,3937,1156,93,104,89.4,103,121,85.1,22,41,53.7,0,1.2,0.9,-1.2,5,9,7,1,19,https://fbref.com/en/players/9f84febe/Rick-Karsdorp
1830,2023,Roma,Serie A,Marash Kumbulla,ALB,DF,22-279,2000,0.5,20,20,100,402,102,6,6,100,13,13,100,1,1,100,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a40819d9/Marash-Kumbulla
1831,2023,Roma,Serie A,Gianluca Mancini,ITA,DF,26-211,1996,13.3,584,697,83.8,11433,3877,213,231,92.2,288,314,91.7,77,135,57,1,0.5,0.6,0.5,6,42,9,3,29,https://fbref.com/en/players/5aa53281/Gianluca-Mancini
1832,2023,Roma,Serie A,Nemanja Matić,SRB,MF,34-105,1988,8.9,502,587,85.5,8875,2634,228,242,94.2,197,229,86,59,85,69.4,1,1,0.9,0,10,68,7,1,41,https://fbref.com/en/players/eb7822d7/Nemanja-Matic
1833,2023,Roma,Serie A,Rui Patrício,POR,GK,34-272,1988,15,317,388,81.7,8109,5302,65,65,100,164,166,98.8,87,155,56.1,0,0,0,0,0,3,0,0,0,https://fbref.com/en/players/79b0d6a0/Rui-Patricio
1834,2023,Roma,Serie A,Lorenzo Pellegrini,ITA,MF,26-148,1996,12.2,388,527,73.6,6952,2145,174,203,85.7,135,167,80.8,61,119,51.3,4,4,3.1,0,31,32,9,1,37,https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini
1835,2023,Roma,Serie A,Stephan El Shaarawy,ITA,"DF,MF",30-018,1992,3.8,155,192,80.7,2527,634,78,84,92.9,67,84,79.8,8,11,72.7,0,0.5,0.4,-0.5,7,10,5,0,14,https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy
1836,2023,Roma,Serie A,Eldor Shomurodov,UZB,FW,27-138,1995,1.3,25,33,75.8,371,69,15,19,78.9,9,11,81.8,1,1,100,0,0,0,0,0,0,1,0,2,https://fbref.com/en/players/57469b2d/Eldor-Shomurodov
1837,2023,Roma,Serie A,Chris Smalling,ENG,DF,32-357,1989,14.7,513,585,87.7,9545,3288,161,175,92,307,337,91.1,40,58,69,0,0,0.2,0,1,19,3,0,18,https://fbref.com/en/players/b6964eb6/Chris-Smalling
